NombreBeca,Institucion,Carrera,Lugar,CategoriaDeBecas,Anio_Convocatoria,Genero,EstratoSocieconomico,BecasSegunMigracion
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Química,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de San Agustín de Arequipa,Comunicaciones,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Arquitectura,Lima,Pregrado,2021,Masculino,No Pobre,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Educación,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad del Pacífico,Marketing,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Piura,Economía,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Peruana Cayetano Heredia,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Química,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Psicología,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Medicina Humana,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Continental,Trabajo Social,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Continental,Psicología,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Química,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de San Agustín de Arequipa,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Civil,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Nutrición,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad de Lima,Arquitectura,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Ricardo Palma,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería de Sistemas,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Privada del Norte,Arquitectura,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Continental,Biología,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Farmacia,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Agronomía,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad César Vallejo,Biología,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Tecnológica del Perú,Comunicaciones,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Ingeniería Mecánica,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Trujillo,Ingeniería Civil,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Altiplano,Veterinaria,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Tecnológica del Perú,Odontología,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de San Agustín de Arequipa,Trabajo Social,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Ingeniería Mecánica,Lima,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Nutrición,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad de Lima,Gastronomía,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Derecho,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Continental,Comunicaciones,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Enfermería,Lima,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad César Vallejo,Comunicaciones,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad San Martín de Porres,Ingeniería de Minas,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Administración,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Cajamarca,Ingeniería Electrónica,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Ingeniería de Sistemas,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Tecnológica del Perú,Trabajo Social,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería Electrónica,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Farmacia,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Enfermería,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad San Martín de Porres,Derecho,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Educación,Lima,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Veterinaria,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Piura,Nutrición,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad San Martín de Porres,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Biología,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Ingeniería Civil,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Ricardo Palma,Biología,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Ricardo Palma,Economía,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Ricardo Palma,Administración,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Ricardo Palma,Ingeniería Mecánica,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Enfermería,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Agronomía,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Comunicaciones,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Mecánica,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Continental,Odontología,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Farmacia,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Tecnológica del Perú,Farmacia,Lima,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Educación,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad César Vallejo,Biología,Lima,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional de Piura,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad César Vallejo,Derecho,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad San Martín de Porres,Turismo,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería de Sistemas,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Contabilidad,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Tecnológica del Perú,Ingeniería Electrónica,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Peruana Cayetano Heredia,Ingeniería Industrial,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Agronomía,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad del Pacífico,Arquitectura,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Economía,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Trujillo,Ingeniería de Sistemas,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Medicina Humana,Lima,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de Piura,Ingeniería de Minas,Lima,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Educación,Lima,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Trabajo Social,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Pontificia Universidad Católica del Perú,Nutrición,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Química,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de Piura,Ingeniería de Sistemas,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería Industrial,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Ricardo Palma,Contabilidad,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Contabilidad,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Privada del Norte,Medicina Humana,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Trabajo Social,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Agronomía,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional del Centro del Perú,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Comunicaciones,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional del Altiplano,Arquitectura,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Enfermería,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Continental,Educación,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería Ambiental,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Tecnológica del Perú,Química,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Arquitectura,Loreto,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Medicina Humana,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional de Cajamarca,Ingeniería Mecánica,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Tecnológica del Perú,Administración,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad de Lima,Administración,Lima,Pregrado,2021,Femenino,No Pobre,Migró
Beca 18,Universidad Nacional de Cajamarca,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Veterinaria,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad del Pacífico,Ingeniería Industrial,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Tecnológica del Perú,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad del Pacífico,Ingeniería de Minas,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Continental,Odontología,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad César Vallejo,Medicina Humana,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Pontificia Universidad Católica del Perú,Enfermería,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Tecnológica del Perú,Ingeniería Industrial,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Educación,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Privada del Norte,Economía,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Ambiental,Loreto,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Arquitectura,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de la Amazonía Peruana,Ingeniería Ambiental,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Pontificia Universidad Católica del Perú,Nutrición,Loreto,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Ingeniería,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Derecho,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Farmacia,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Trabajo Social,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Arquitectura,Loreto,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería de Minas,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Derecho,Loreto,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional de Piura,Marketing,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Trujillo,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Ingeniería,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Privada del Norte,Nutrición,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad de Lima,Economía,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Ricardo Palma,Comunicaciones,Loreto,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad Nacional de Piura,Ingeniería de Minas,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Enfermería,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Peruana Cayetano Heredia,Trabajo Social,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Tecnológica del Perú,Biología,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Ingeniería Civil,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de Ingeniería,Agronomía,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Turismo,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional del Centro del Perú,Ingeniería Ambiental,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Industrial,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Continental,Turismo,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad San Martín de Porres,Derecho,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Derecho,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Tecnológica del Perú,Nutrición,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Farmacia,Loreto,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Cajamarca,Biología,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Gastronomía,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Odontología,Loreto,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad Nacional de Cajamarca,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Ingeniería Ambiental,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Arquitectura,Lima,Pregrado,2021,Femenino,No Pobre,Migró
Beca 18,Universidad Nacional de San Agustín de Arequipa,Nutrición,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Marketing,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad del Pacífico,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad del Pacífico,Psicología,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Arquitectura,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Enfermería,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional de Trujillo,Ingeniería Ambiental,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional de San Agustín de Arequipa,Marketing,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Enfermería,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Ingeniería Industrial,Loreto,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Farmacia,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Continental,Farmacia,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Agronomía,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad de Lima,Turismo,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad César Vallejo,Ingeniería de Sistemas,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad del Pacífico,Ingeniería Mecánica,Loreto,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Turismo,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Peruana Cayetano Heredia,Ingeniería de Minas,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Continental,Comunicaciones,Loreto,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad San Martín de Porres,Ingeniería de Sistemas,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad César Vallejo,Ingeniería de Minas,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Civil,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional de Piura,Ingeniería de Sistemas,Loreto,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Enfermería,Loreto,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Ingeniería Ambiental,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Ingeniería de Sistemas,Loreto,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad San Martín de Porres,Administración,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Pontificia Universidad Católica del Perú,Ingeniería de Minas,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Piura,Educación,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional de Cajamarca,Odontología,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Medicina Humana,Madre de Dios,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Ricardo Palma,Derecho,Madre de Dios,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional del Altiplano,Medicina Humana,Madre de Dios,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional San Antonio Abad del Cusco,Turismo,Lima,Pregrado,2021,Femenino,No Pobre,Migró
Beca 18,Universidad del Pacífico,Administración,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Administración,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
Beca 18,Universidad César Vallejo,Contabilidad,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad César Vallejo,Derecho,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad San Martín de Porres,Arquitectura,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Continental,Ingeniería de Sistemas,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Arquitectura,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Arquitectura,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Farmacia,Madre de Dios,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Ingeniería Mecánica,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Altiplano,Marketing,Lima,Pregrado,2021,Femenino,No Pobre,Migró
Beca 18,Universidad Peruana Cayetano Heredia,Farmacia,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad del Pacífico,Biología,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Hermilio Valdizán,Nutrición,Madre de Dios,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Continental,Ingeniería Electrónica,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Centro del Perú,Economía,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad San Martín de Porres,Enfermería,Madre de Dios,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Turismo,Madre de Dios,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Agraria La Molina,Economía,Madre de Dios,Pregrado,2021,Femenino,Pobre Extremo,No Migró
Beca 18,Universidad Nacional del Altiplano,Gastronomía,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad César Vallejo,Turismo,Madre de Dios,Pregrado,2021,Masculino,Pobre,No Migró
Beca 18,Universidad Nacional Pedro Ruiz Gallo,Economía,Lima,Pregrado,2021,Masculino,No Pobre,Migró
Beca 18,Universidad Nacional Agraria La Molina,Biología,Madre de Dios,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad César Vallejo,Ingeniería Industrial,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Electrónica,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Ingeniería Civil,Madre de Dios,Pregrado,2021,Femenino,No Pobre,No Migró
Beca 18,Universidad Nacional de Piura,Derecho,Madre de Dios,Pregrado,2021,Masculino,No Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Derecho,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Universidad Privada del Norte,Derecho,Madre de Dios,Pregrado,2021,Femenino,Pobre,No Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Psicología,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de Trujillo,Administración,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional Jorge Basadre Grohmann,Ingeniería Electrónica,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad del Pacífico,Agronomía,Lima,Pregrado,2021,Masculino,Pobre,Migró
Beca 18,Universidad Nacional Mayor de San Marcos,Ingeniería Industrial,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional San Cristóbal de Huamanga,Nutrición,Lima,Pregrado,2021,Femenino,Pobre Extremo,Migró
Beca 18,Universidad Nacional Agraria La Molina,Administración,Madre de Dios,Pregrado,2021,Masculino,Pobre Extremo,No Migró
Beca 18,Pontificia Universidad Católica del Perú,Contabilidad,Lima,Pregrado,2021,Femenino,Pobre,Migró
Beca 18,Universidad Nacional de Ingeniería,Ingeniería Electrónica,Lima,Pregrado,2021,Masculino,Pobre Extremo,Migró
